Helyrajziszam,Telepules,Tombazonosito,Qt_vil_cs,Qt_vil_real_cs,Qt_el_real_cs,Qt_el_cs_real_cs,Qt_ga_real_cs,Qt_ol_real_cs,Qt_sz_real_cs,Qt_bm_real_cs,Qt_th_real_cs,Dt,Qt_el_real,Qt_el_cs_real,Qt_ga_real,Qt_ol_real,Qt_sz_real,Qt_bm_real,Qt_th_real,Qt_vil,Qt_vil_real,deltaQt,TFCO2_t,TFCO2_t_cs,Dt_cs,Tt_t,Tt_e,adat_t,Et_vil_e_cs,Et_vil_t_cs,Et_vil_real_e_cs,Et_vil_real_t_cs,Et_vil_e,Et_vil_t,Et_vil_real_e,Et_vil_real_t,deltaEt_e,deltaEt_t,deltaTFCO2_t,pott
HUN_Szarvaskő_033/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2777.01671,,,,,,,,,,,,,,
HUN_Szarvaskő_033/3,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,14045.76,,,,,,,,,,,,,,
HUN_Szarvaskő_033/4,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,5570.55,,,,,,,,,,,,,,
HUN_Szarvaskő_033/5,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,3421.49,,,,,,,,,,,,,,
HUN_Szarvaskő_033/6,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,795.7149999,,,,,,,,,,,,,,
HUN_Szarvaskő_033/7,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,3937.715,,,,,,,,,,,,,,
HUN_Szarvaskő_033/8,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2692.14,,,,,,,,,,,,,,
HUN_Szarvaskő_034,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,3649.29551,,,,,,,,,,,,,,
HUN_Szarvaskő_035,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,26856.43924,,,,,,,,,,,,,,
HUN_Szarvaskő_037,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,3329.11387,,,,,,,,,,,,,,
HUN_Szarvaskő_038/1/a,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,15655.1,,,,,,,,,,,,,,
HUN_Szarvaskő_038/1/b,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,20441.33,,,,,,,,,,,,,,
HUN_Szarvaskő_038/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,65.92,,,,,,,,,,,,,,
HUN_Szarvaskő_038/3,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1241.96,,,,,,,,,,,,,,
HUN_Szarvaskő_039/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,743.4650002,,,,,,,,,,,,,,
HUN_Szarvaskő_039/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,4047.495,,,,,,,,,,,,,,
HUN_Szarvaskő_039/3,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,5335.485,,,,,,,,,,,,,,
HUN_Szarvaskő_039/4,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,3708.04,,,,,,,,,,,,,,
HUN_Szarvaskő_039/5,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,8486.025,,,,,,,,,,,,,,
HUN_Szarvaskő_039/6,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,24643.1,,,,,,,,,,,,,,
HUN_Szarvaskő_04,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,973.095,,,,,,,,,,,,,,
HUN_Szarvaskő_040/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,8531.34,,,,,,,,,,,,,,
HUN_Szarvaskő_040/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,6078.36,,,,,,,,,,,,,,
HUN_Szarvaskő_040/3,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,13267.62952,,,,,,,,,,,,,,
HUN_Szarvaskő_040/4,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,11471.93361,,,,,,,,,,,,,,
HUN_Szarvaskő_040/5,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,7106.315105,,,,,,,,,,,,,,
HUN_Szarvaskő_040/6,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,12099.03716,,,,,,,,,,,,,,
HUN_Szarvaskő_041/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,40135.69475,,,,,,,,,,,,,,
HUN_Szarvaskő_041/2/a,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,108106.2353,,,,,,,,,,,,,,
HUN_Szarvaskő_041/2/b,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,3914.575,,,,,,,,,,,,,,
HUN_Szarvaskő_041/2/c,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,12834.83,,,,,,,,,,,,,,
HUN_Szarvaskő_041/2/d,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,45439.55721,,,,,,,,,,,,,,
HUN_Szarvaskő_041/2/d,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,40133.85476,,,,,,,,,,,,,,
HUN_Szarvaskő_042,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,379715.8341,,,,,,,,,,,,,,
HUN_Szarvaskő_043/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,13437.86,,,,,,,,,,,,,,
HUN_Szarvaskő_043/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,23173.09068,,,,,,,,,,,,,,
HUN_Szarvaskő_044,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,3605.845117,,,,,,,,,,,,,,
HUN_Szarvaskő_045,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,10404.04168,,,,,,,,,,,,,,
HUN_Szarvaskő_046/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,20048.34,,,,,,,,,,,,,,
HUN_Szarvaskő_046/3,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,219766.8771,,,,,,,,,,,,,,
HUN_Szarvaskő_046/4,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,39872.26527,,,,,,,,,,,,,,
HUN_Szarvaskő_047/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,36285.47207,,,,,,,,,,,,,,
HUN_Szarvaskő_047/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1137383.396,,,,,,,,,,,,,,
HUN_Szarvaskő_047/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,18200.84142,,,,,,,,,,,,,,
HUN_Szarvaskő_047/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,477.87,,,,,,,,,,,,,,
HUN_Szarvaskő_048,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2605.205,,,,,,,,,,,,,,
HUN_Szarvaskő_049,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1312.564172,,,,,,,,,,,,,,
HUN_Szarvaskő_05/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,27012.91972,,,,,,,,,,,,,,
HUN_Szarvaskő_05/10,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,32917.6049,,,,,,,,,,,,,,
HUN_Szarvaskő_05/14,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1501.89,,,,,,,,,,,,,,
HUN_Szarvaskő_05/15,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,743.3600001,,,,,,,,,,,,,,
HUN_Szarvaskő_05/16,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,612.1199999,,,,,,,,,,,,,,
HUN_Szarvaskő_05/17,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,672.985,,,,,,,,,,,,,,
HUN_Szarvaskő_05/18,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,940.785,,,,,,,,,,,,,,
HUN_Szarvaskő_05/19,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2699.815,,,,,,,,,,,,,,
HUN_Szarvaskő_05/20,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1655.96422,,,,,,,,,,,,,,
HUN_Szarvaskő_05/21,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,153.114905,,,,,,,,,,,,,,
HUN_Szarvaskő_05/22/a,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,14466.03343,,,,,,,,,,,,,,
HUN_Szarvaskő_05/22/b,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,415530.7974,,,,,,,,,,,,,,
HUN_Szarvaskő_05/22/c,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1144.4,,,,,,,,,,,,,,
HUN_Szarvaskő_05/4,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,930.484615,,,,,,,,,,,,,,
HUN_Szarvaskő_05/5,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,923.7499999,,,,,,,,,,,,,,
HUN_Szarvaskő_05/6,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,107195.8093,,,,,,,,,,,,,,
HUN_Szarvaskő_05/7,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1197.345,,,,,,,,,,,,,,
HUN_Szarvaskő_05/8,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,5667.895,,,,,,,,,,,,,,
HUN_Szarvaskő_05/9,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,213042.5716,,,,,,,,,,,,,,
HUN_Szarvaskő_050,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2463.365,,,,,,,,,,,,,,
HUN_Szarvaskő_051,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,4296.780328,,,,,,,,,,,,,,
HUN_Szarvaskő_052,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2610.59985,,,,,,,,,,,,,,
HUN_Szarvaskő_053,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,4455.355,,,,,,,,,,,,,,
HUN_Szarvaskő_054,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,838.9904523,,,,,,,,,,,,,,
HUN_Szarvaskő_055,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,3098.0442,,,,,,,,,,,,,,
HUN_Szarvaskő_056/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,130.08,,,,,,,,,,,,,,
HUN_Szarvaskő_056/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,115.47,,,,,,,,,,,,,,
HUN_Szarvaskő_057,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2033.77,,,,,,,,,,,,,,
HUN_Szarvaskő_058,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1079.08,,,,,,,,,,,,,,
HUN_Szarvaskő_059,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,7492.985,,,,,,,,,,,,,,
HUN_Szarvaskő_06,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,17971.66528,,,,,,,,,,,,,,
HUN_Szarvaskő_060,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,11193.06,,,,,,,,,,,,,,
HUN_Szarvaskő_061,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,49609.81113,,,,,,,,,,,,,,
HUN_Szarvaskő_062,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2796.745,,,,,,,,,,,,,,
HUN_Szarvaskő_063,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,861.8450003,,,,,,,,,,,,,,
HUN_Szarvaskő_064,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,3783.88,,,,,,,,,,,,,,
HUN_Szarvaskő_065,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,784.2449998,,,,,,,,,,,,,,
HUN_Szarvaskő_066,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,5178.95,,,,,,,,,,,,,,
HUN_Szarvaskő_067/4,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,6140.018772,,,,,,,,,,,,,,
HUN_Szarvaskő_068/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2093281.772,,,,,,,,,,,,,,
HUN_Szarvaskő_068/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2237.655,,,,,,,,,,,,,,
HUN_Szarvaskő_068/3,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,19933.64055,,,,,,,,,,,,,,
HUN_Szarvaskő_069,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,14379.02453,,,,,,,,,,,,,,
HUN_Szarvaskő_070/5,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,552686.7743,,,,,,,,,,,,,,
HUN_Szarvaskő_070/6/a,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2975803.861,,,,,,,,,,,,,,
HUN_Szarvaskő_070/6/b,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,16564.605,,,,,,,,,,,,,,
HUN_Szarvaskő_072,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,23060.37483,,,,,,,,,,,,,,
HUN_Szarvaskő_073,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,7523.535,,,,,,,,,,,,,,
HUN_Szarvaskő_077/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,6161.23,,,,,,,,,,,,,,
HUN_Szarvaskő_077/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,14606.515,,,,,,,,,,,,,,
HUN_Szarvaskő_077/3,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2159.615,,,,,,,,,,,,,,
HUN_Szarvaskő_078/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,4912.58,,,,,,,,,,,,,,
HUN_Szarvaskő_078/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1561.82,,,,,,,,,,,,,,
HUN_Szarvaskő_078/3,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2760.36,,,,,,,,,,,,,,
HUN_Szarvaskő_078/4,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2670.545,,,,,,,,,,,,,,
HUN_Szarvaskő_078/5,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1626.595,,,,,,,,,,,,,,
HUN_Szarvaskő_079,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,7498.690585,,,,,,,,,,,,,,
HUN_Szarvaskő_080,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,11232.47,,,,,,,,,,,,,,
HUN_Szarvaskő_081/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,6349.105,,,,,,,,,,,,,,
HUN_Szarvaskő_081/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1285.3,,,,,,,,,,,,,,
HUN_Szarvaskő_083,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,63124.99193,,,,,,,,,,,,,,
HUN_Szarvaskő_084/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2394.63,,,,,,,,,,,,,,
HUN_Szarvaskő_084/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2679.255,,,,,,,,,,,,,,
HUN_Szarvaskő_084/3,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1553.395,,,,,,,,,,,,,,
HUN_Szarvaskő_084/4,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2778.28,,,,,,,,,,,,,,
HUN_Szarvaskő_085/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2364.19,,,,,,,,,,,,,,
HUN_Szarvaskő_085/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,3163.61,,,,,,,,,,,,,,
HUN_Szarvaskő_086/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2812.265,,,,,,,,,,,,,,
HUN_Szarvaskő_086/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,5126.37,,,,,,,,,,,,,,
HUN_Szarvaskő_087,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,3677.83,,,,,,,,,,,,,,
HUN_Szarvaskő_088,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,3647.355,,,,,,,,,,,,,,
HUN_Szarvaskő_089/10,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,4995.74092,,,,,,,,,,,,,,
HUN_Szarvaskő_089/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,9777.53,,,,,,,,,,,,,,
HUN_Szarvaskő_089/3,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,3832.68,,,,,,,,,,,,,,
HUN_Szarvaskő_089/4,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,4165.38,,,,,,,,,,,,,,
HUN_Szarvaskő_089/5,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2302.165,,,,,,,,,,,,,,
HUN_Szarvaskő_089/6,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2589.175,,,,,,,,,,,,,,
HUN_Szarvaskő_089/7,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2255.63,,,,,,,,,,,,,,
HUN_Szarvaskő_089/8,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,853.3049999,,,,,,,,,,,,,,
HUN_Szarvaskő_089/9,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,387.99,,,,,,,,,,,,,,
HUN_Szarvaskő_09/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2003.59947,,,,,,,,,,,,,,
HUN_Szarvaskő_09/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1994.5,,,,,,,,,,,,,,
HUN_Szarvaskő_09/3,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,27152.57127,,,,,,,,,,,,,,
HUN_Szarvaskő_090/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1814.085,,,,,,,,,,,,,,
HUN_Szarvaskő_090/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1797.78,,,,,,,,,,,,,,
HUN_Szarvaskő_090/3,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,987.4449999,,,,,,,,,,,,,,
HUN_Szarvaskő_091,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2160.05,,,,,,,,,,,,,,
HUN_Szarvaskő_092,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,14224.765,,,,,,,,,,,,,,
HUN_Szarvaskő_093,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,4774.01,,,,,,,,,,,,,,
HUN_Szarvaskő_094,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,4417.615,,,,,,,,,,,,,,
HUN_Szarvaskő_095/5/a,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,545.1449999,,,,,,,,,,,,,,
HUN_Szarvaskő_095/4/b,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,3926.235919,,,,,,,,,,,,,,
HUN_Szarvaskő_095/5/c,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,945.625,,,,,,,,,,,,,,
HUN_Szarvaskő_095/5/c,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1027.075,,,,,,,,,,,,,,
HUN_Szarvaskő_096,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,358.5588563,,,,,,,,,,,,,,
HUN_Szarvaskő_096,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,18533.29193,,,,,,,,,,,,,,
HUN_Szarvaskő_401/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1660.465,,,,,,,,,,,,,,
HUN_Szarvaskő_402,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1455.73,,,,,,,,,,,,,,
HUN_Szarvaskő_404,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,783.785,,,,,,,,,,,,,,
HUN_Szarvaskő_405/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,511.155,,,,,,,,,,,,,,
HUN_Szarvaskő_405/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1629.03,,,,,,,,,,,,,,
HUN_Szarvaskő_406,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2149.00494,,,,,,,,,,,,,,
HUN_Szarvaskő_408,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,515.4049999,,,,,,,,,,,,,,
HUN_Szarvaskő_409/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,872.7450601,,,,,,,,,,,,,,
HUN_Szarvaskő_409/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,503.01,,,,,,,,,,,,,,
HUN_Szarvaskő_409/3,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,401.6949999,,,,,,,,,,,,,,
HUN_Szarvaskő_410,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,481.245,,,,,,,,,,,,,,
HUN_Szarvaskő_411,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,830.055,,,,,,,,,,,,,,
HUN_Szarvaskő_412,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1422.445,,,,,,,,,,,,,,
HUN_Szarvaskő_414,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1530.385,,,,,,,,,,,,,,
HUN_Szarvaskő_415,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1037.36,,,,,,,,,,,,,,
HUN_Szarvaskő_416,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,817.21,,,,,,,,,,,,,,
HUN_Szarvaskő_417,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1012.69,,,,,,,,,,,,,,
HUN_Szarvaskő_418,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,765.9599999,,,,,,,,,,,,,,
HUN_Szarvaskő_419,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,754.23,,,,,,,,,,,,,,
HUN_Szarvaskő_420,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,807.195,,,,,,,,,,,,,,
HUN_Szarvaskő_421,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,861.7600001,,,,,,,,,,,,,,
HUN_Szarvaskő_422,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1384.22,,,,,,,,,,,,,,
HUN_Szarvaskő_423,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,774.38,,,,,,,,,,,,,,
HUN_Szarvaskő_424,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,752.55,,,,,,,,,,,,,,
HUN_Szarvaskő_425,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,824.98,,,,,,,,,,,,,,
HUN_Szarvaskő_426,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,801.755,,,,,,,,,,,,,,
HUN_Szarvaskő_427,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,932.71,,,,,,,,,,,,,,
HUN_Szarvaskő_428,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,914.6400001,,,,,,,,,,,,,,
HUN_Szarvaskő_429,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1032.36,,,,,,,,,,,,,,
HUN_Szarvaskő_430,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1006.24,,,,,,,,,,,,,,
HUN_Szarvaskő_431,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,855.8349999,,,,,,,,,,,,,,
HUN_Szarvaskő_432,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,797.15,,,,,,,,,,,,,,
HUN_Szarvaskő_433,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2382.965,,,,,,,,,,,,,,
HUN_Szarvaskő_434/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2306.525,,,,,,,,,,,,,,
HUN_Szarvaskő_434/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1151.205,,,,,,,,,,,,,,
HUN_Szarvaskő_435/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1354.495,,,,,,,,,,,,,,
HUN_Szarvaskő_435/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1710.41,,,,,,,,,,,,,,
HUN_Szarvaskő_436,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,3171.425,,,,,,,,,,,,,,
HUN_Szarvaskő_437,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2862.15,,,,,,,,,,,,,,
HUN_Szarvaskő_438,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1383.5,,,,,,,,,,,,,,
HUN_Szarvaskő_439,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1323.35,,,,,,,,,,,,,,
HUN_Szarvaskő_440,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1419.475,,,,,,,,,,,,,,
HUN_Szarvaskő_441,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1300.5,,,,,,,,,,,,,,
HUN_Szarvaskő_442,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2923.695,,,,,,,,,,,,,,
HUN_Szarvaskő_443,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1222.015,,,,,,,,,,,,,,
HUN_Szarvaskő_444,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,121.16,,,,,,,,,,,,,,
HUN_Szarvaskő_445,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,118.22,,,,,,,,,,,,,,
HUN_Szarvaskő_446,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1108.06,,,,,,,,,,,,,,
HUN_Szarvaskő_447,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1157.43,,,,,,,,,,,,,,
HUN_Szarvaskő_448,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,76.26500003,,,,,,,,,,,,,,
HUN_Szarvaskő_449,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,122.315,,,,,,,,,,,,,,
HUN_Szarvaskő_450,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,2227.925,,,,,,,,,,,,,,
HUN_Szarvaskő_451,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,993.08,,,,,,,,,,,,,,
HUN_Szarvaskő_453,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1699.87,,,,,,,,,,,,,,
HUN_Szarvaskő_454/1,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1104.55,,,,,,,,,,,,,,
HUN_Szarvaskő_454/2,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,1141.71,,,,,,,,,,,,,,
HUN_Szarvaskő_454/3,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,341.405,,,,,,,,,,,,,,
HUN_Szarvaskő_455,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,37.925,,,,,,,,,,,,,,
HUN_Szarvaskő_456,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,636.12,,,,,,,,,,,,,,
HUN_Szarvaskő_457,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,609.72,,,,,,,,,,,,,,
HUN_Szarvaskő_458,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,638.305,,,,,,,,,,,,,,
HUN_Szarvaskő_459,Szarvaskő,,,,,,,,,,,,,,,,,,,,,,,,,618.9,,,,,,,,,,,,,,
