OBJECTID;Orszag_nev;Telepules_nev;Epuletenergetikai_tombazonosito;Shape_Length;Shape_Area
10;Magyarország;Aldebrõ;Aldebrõ_001;3574,398112;110930,6508
11;Magyarország;Aldebrõ;Aldebrõ_002;4012,281012;231765,253
12;Magyarország;Aldebrõ;Aldebrõ_003;1612,433654;73693,48911
13;Magyarország;Aldebrõ;Aldebrõ_004;395,8031739;7464,90415
14;Magyarország;Aldebrõ;Aldebrõ_005;334,3204252;7226,65845
15;Magyarország;Aldebrõ;Aldebrõ_006;1106,191082;61856,42628
16;Magyarország;Aldebrõ;Aldebrõ_007;316,701116;4540,2442
17;Magyarország;Aldebrõ;Aldebrõ_008;571,7865248;19712,21105
18;Magyarország;Aldebrõ;Aldebrõ_009;556,9224236;18094,53414
19;Magyarország;Aldebrõ;Aldebrõ_010;2259,532353;131094,5586
20;Magyarország;Aldebrõ;Aldebrõ_011;451,2051672;12925,14545
21;Magyarország;Aldebrõ;Aldebrõ_012;4461,227886;142498,23
22;Magyarország;Aldebrõ;Aldebrõ_013;622,2789864;15352,68662
23;Magyarország;Aldebrõ;Aldebrõ_014;273,7159192;3915,800834
24;Magyarország;Aldebrõ;Aldebrõ_015;416,3402016;10889,85488
25;Magyarország;Aldebrõ;Aldebrõ_016;410,2310666;10350,77751
26;Magyarország;Aldebrõ;Aldebrõ_017;309,8966318;5878,4916
27;Magyarország;Aldebrõ;Aldebrõ_018;313,6646027;6010,574913
28;Magyarország;Aldebrõ;Aldebrõ_019;318,0519371;6240,708689
29;Magyarország;Aldebrõ;Aldebrõ_020;760,9302799;29021,28209
30;Magyarország;Aldebrõ;Aldebrõ_021;443,3272258;11900,77856
31;Magyarország;Aldebrõ;Aldebrõ_022;277,5336076;2927,178835
32;Magyarország;Aldebrõ;Aldebrõ_023;954,451004;34601,07685
35;Magyarország;Andornaktálya;Andornaktálya_012;308,1202399;2932,815
36;Magyarország;Andornaktálya;Andornaktálya_041;124,6884234;964,14
37;Magyarország;Andornaktálya;Andornaktálya_054;212,6128542;2442,57
38;Magyarország;Andornaktálya;Andornaktálya_054;132,1672254;1030,555288
39;Magyarország;Andornaktálya;Andornaktálya_055;193,3217987;2368,005
40;Magyarország;Andornaktálya;Andornaktálya_055;441,3252362;5694,005
41;Magyarország;Andornaktálya;Andornaktálya_064;232,7227335;1509,045
46;Magyarország;Andornaktálya;Andornaktálya_019;709,6862686;15609,50002
47;Magyarország;Andornaktálya;Andornaktálya_021;222,0016881;3076,54068
48;Magyarország;Andornaktálya;Andornaktálya_022;424,2756461;9564,35
49;Magyarország;Andornaktálya;Andornaktálya_024;989,5183874;21520,46995
50;Magyarország;Andornaktálya;Andornaktálya_025;731,9788888;17930,50997
51;Magyarország;Andornaktálya;Andornaktálya_026;741,9495264;20895,58048
52;Magyarország;Andornaktálya;Andornaktálya_027;815,0959196;34500,35592
53;Magyarország;Andornaktálya;Andornaktálya_029;363,9593906;7096,77
54;Magyarország;Andornaktálya;Andornaktálya_030;450,2281408;12609,14504
55;Magyarország;Andornaktálya;Andornaktálya_031;504,5176492;15335,25413
56;Magyarország;Andornaktálya;Andornaktálya_032;411,9830788;9637,224132
57;Magyarország;Andornaktálya;Andornaktálya_033;366,7910939;7710,160094
58;Magyarország;Andornaktálya;Andornaktálya_035;383,5421657;8157,273255
59;Magyarország;Andornaktálya;Andornaktálya_036;438,3329367;10836,21216
60;Magyarország;Andornaktálya;Andornaktálya_037;820,6412102;22228,805
61;Magyarország;Andornaktálya;Andornaktálya_038;802,7219242;31681,48444
62;Magyarország;Andornaktálya;Andornaktálya_039;505,7934667;12868,115
63;Magyarország;Andornaktálya;Andornaktálya_041;145,8723831;1315,06
64;Magyarország;Andornaktálya;Andornaktálya_042;184,459905;1671,620215
65;Magyarország;Andornaktálya;Andornaktálya_043;742,8920037;30056,13988
66;Magyarország;Andornaktálya;Andornaktálya_044;592,2608907;14198,63001
67;Magyarország;Andornaktálya;Andornaktálya_046;1253,068592;41457,0748
68;Magyarország;Andornaktálya;Andornaktálya_047;1194,720061;42898,04488
69;Magyarország;Andornaktálya;Andornaktálya_048;1337,03601;54971,815
70;Magyarország;Andornaktálya;Andornaktálya_049;562,3679427;13232,11532
71;Magyarország;Andornaktálya;Andornaktálya_050;664,7010671;15852,4
72;Magyarország;Andornaktálya;Andornaktálya_051;871,6585058;24718,585
73;Magyarország;Andornaktálya;Andornaktálya_053;325,6619428;5064,495
74;Magyarország;Andornaktálya;Andornaktálya_054;265,9492238;4137,89
75;Magyarország;Andornaktálya;Andornaktálya_054;160,7585964;1437,134712
76;Magyarország;Andornaktálya;Andornaktálya_054;219,7506374;2273,135
77;Magyarország;Andornaktálya;Andornaktálya_055;141,1748354;823,595
78;Magyarország;Andornaktálya;Andornaktálya_057;238,3196718;2711,535
79;Magyarország;Andornaktálya;Andornaktálya_058;506,2982612;13868,27091
80;Magyarország;Andornaktálya;Andornaktálya_059;406,403023;7081,705
81;Magyarország;Andornaktálya;Andornaktálya_060;261,8214866;4040,6
82;Magyarország;Andornaktálya;Andornaktálya_061;94,57561374;535,08
85;Magyarország;Andornaktálya;Andornaktálya_001;951,4180049;28852,15977
86;Magyarország;Andornaktálya;Andornaktálya_002;446,4361946;11042,01145
87;Magyarország;Andornaktálya;Andornaktálya_003;568,9114151;17351,29366
88;Magyarország;Andornaktálya;Andornaktálya_004;591,5831232;20510,61379
89;Magyarország;Andornaktálya;Andornaktálya_005;224,7270138;2985,410175
90;Magyarország;Andornaktálya;Andornaktálya_006;541,3118934;18506,88929
91;Magyarország;Andornaktálya;Andornaktálya_007;774,9405909;27357,35937
92;Magyarország;Andornaktálya;Andornaktálya_008;392,1247881;8955,095
93;Magyarország;Andornaktálya;Andornaktálya_009;1266,343656;41187,29442
94;Magyarország;Andornaktálya;Andornaktálya_010;1795,011344;90765,39476
95;Magyarország;Andornaktálya;Andornaktálya_011;345,4614905;3747,94536
96;Magyarország;Andornaktálya;Andornaktálya_012;637,388;20705,92
97;Magyarország;Andornaktálya;Andornaktálya_012;261,9662467;1599,855
98;Magyarország;Andornaktálya;Andornaktálya_013;515,4867502;11024,975
99;Magyarország;Andornaktálya;Andornaktálya_014;402,5974449;8945,483086
100;Magyarország;Andornaktálya;Andornaktálya_015;289,8408807;2714,774878
101;Magyarország;Andornaktálya;Andornaktálya_016;573,2416161;19821,595
102;Magyarország;Andornaktálya;Andornaktálya_017;246,4517485;3744,54003
103;Magyarország;Andornaktálya;Andornaktálya_018;546,7529681;16313,115
104;Magyarország;Andornaktálya;Andornaktálya_020;273,697081;3161,695896
105;Magyarország;Andornaktálya;Andornaktálya_023;980,8036065;30430,00989
106;Magyarország;Andornaktálya;Andornaktálya_028;550,0631631;14685,0997
107;Magyarország;Andornaktálya;Andornaktálya_034;1189,407222;33323,5928
108;Magyarország;Andornaktálya;Andornaktálya_040;554,4038586;14108,045
109;Magyarország;Andornaktálya;Andornaktálya_045;673,2438996;19977,37993
110;Magyarország;Andornaktálya;Andornaktálya_052;660,2514904;23596,28
111;Magyarország;Andornaktálya;Andornaktálya_056;636,5419766;22596,605
112;Magyarország;Andornaktálya;Andornaktálya_062;706,4728222;19783,985
113;Magyarország;Andornaktálya;Andornaktálya_063;787,6728782;23016,88
114;Magyarország;Andornaktálya;Andornaktálya_064;510,4064451;15717,155
115;Magyarország;Andornaktálya;Andornaktálya_064;247,1233815;1389,11
116;Magyarország;Andornaktálya;Andornaktálya_065;649,8653272;22719,455
117;Magyarország;Andornaktálya;Andornaktálya_066;891,3126508;23019,33
118;Magyarország;Andornaktálya;Andornaktálya_067;1007,714018;26459,45032
120;Magyarország;Bogács;Bogács_001;1005,845053;34880,6126
121;Magyarország;Bogács;Bogács_002;451,2881427;8212,354738
122;Magyarország;Bogács;Bogács_003;542,2264015;14827,50481
123;Magyarország;Bogács;Bogács_004;188,5387458;2151,649925
124;Magyarország;Bogács;Bogács_005;586,3547281;18716,01974
125;Magyarország;Bogács;Bogács_006;485,8990103;13270,37852
126;Magyarország;Bogács;Bogács_007;552,076619;11859,87638
127;Magyarország;Bogács;Bogács_008;596,163644;21223,17025
128;Magyarország;Bogács;Bogács_009;425,4460852;5433,780267
129;Magyarország;Bogács;Bogács_010;83,07247867;420,905
130;Magyarország;Bogács;Bogács_011;294,1453506;4651,255369
131;Magyarország;Bogács;Bogács_012;708,4440208;11457,87993
132;Magyarország;Bogács;Bogács_013;847,079983;12756,45094
133;Magyarország;Bogács;Bogács_014;654,1996732;7129,500121
134;Magyarország;Bogács;Bogács_015;591,8743822;17760,51
135;Magyarország;Bogács;Bogács_016;509,29483;14577,5733
136;Magyarország;Bogács;Bogács_017;89,4384238;345,829925
137;Magyarország;Bogács;Bogács_018;1111,062624;61590,45864
138;Magyarország;Bogács;Bogács_019;189,2348414;1879,8699
139;Magyarország;Bogács;Bogács_020;100,3591893;549,94495
140;Magyarország;Bogács;Bogács_021;308,9993648;4815,429462
141;Magyarország;Bogács;Bogács_022;285,0728355;3445,360215
142;Magyarország;Bogács;Bogács_023;129,9311874;945,8600001
143;Magyarország;Bogács;Bogács_024;149,1708647;1388,845
144;Magyarország;Bogács;Bogács_025;406,0296557;4585,01
145;Magyarország;Bogács;Bogács_026;168,8410076;1760,25
146;Magyarország;Bogács;Bogács_027;332,9006874;5687,3502
147;Magyarország;Bogács;Bogács_028;1857,04367;88227,89988
148;Magyarország;Bogács;Bogács_029;503,0016833;15767,195
149;Magyarország;Bogács;Bogács_030;375,2772111;6956,165
150;Magyarország;Bogács;Bogács_031;518,6763803;10608,51454
151;Magyarország;Bogács;Bogács_032;262,8382118;2335,200315
152;Magyarország;Bogács;Bogács_033;1011,742687;26190,705
153;Magyarország;Bogács;Bogács_034;821,8707297;23114,02022
154;Magyarország;Bogács;Bogács_035;278,8402628;3107,323013
155;Magyarország;Bogács;Bogács_036;964,8116644;37942,07531
156;Magyarország;Bogács;Bogács_037;299,235356;2231,1595
157;Magyarország;Bogács;Bogács_038;218,8842849;2552,450275
158;Magyarország;Bogács;Bogács_039;347,3176734;5116,03505
159;Magyarország;Bogács;Bogács_040;198,8274679;1756,04083
160;Magyarország;Bogács;Bogács_041;180,0155174;1758,219586
161;Magyarország;Bogács;Bogács_042;767,2480164;18921,45078
162;Magyarország;Bogács;Bogács_043;590,1547379;19012,44922
163;Magyarország;Bogács;Bogács_044;582,3679081;14483,27493
164;Magyarország;Bogács;Bogács_045;301,9927444;5779,180555
165;Magyarország;Bogács;Bogács_046;345,9474838;4831,255
166;Magyarország;Bogács;Bogács_047;631,0602854;22818,43386
167;Magyarország;Bogács;Bogács_048;301,2261758;4403,310302
168;Magyarország;Bogács;Bogács_049;461,262436;5308,854714
169;Magyarország;Bogács;Bogács_050;379,8112241;8800,405541
170;Magyarország;Bogács;Bogács_051;1139,74999;39436,11663
171;Magyarország;Bogács;Bogács_052;174,4256922;1879,270627
172;Magyarország;Bogács;Bogács_053;624,427019;18532,65865
173;Magyarország;Bogács;Bogács_054;509,8777221;13178,50516
174;Magyarország;Bogács;Bogács_055;1175,729171;51421,02395
175;Magyarország;Bogács;Bogács_056;592,3714893;22451,82412
176;Magyarország;Bogács;Bogács_057;315,5577583;2789,37985
177;Magyarország;Bogács;Bogács_058;435,4923517;8469,750515
178;Magyarország;Bogács;Bogács_059;569,574342;17697,93922
179;Magyarország;Bogács;Bogács_060;591,8653452;18078,40066
180;Magyarország;Bogács;Bogács_061;427,2140961;9291,760308
181;Magyarország;Bogács;Bogács_062;932,1194028;48293,50757
182;Magyarország;Bogács;Bogács_063;587,8626494;16789,22458
183;Magyarország;Bogács;Bogács_064;739,1990976;33166,08691
184;Magyarország;Bogács;Bogács_065;748,7786992;33819,58566
185;Magyarország;Bogács;Bogács_066;617,9328104;17847,75352
186;Magyarország;Bogács;Bogács_067;764,6824823;35201,35074
187;Magyarország;Bogács;Bogács_068;745,2140344;33490,92371
188;Magyarország;Bogács;Bogács_069;982,3077769;32815,18593
189;Magyarország;Bogács;Bogács_070;909,8913533;15258,28001
190;Magyarország;Bogács;Bogács_071;201,6911138;2406,12
191;Magyarország;Bogács;Bogács_072;393,7618804;5696,93954
192;Magyarország;Bogács;Bogács_073;446,8523023;9714,621436
193;Magyarország;Bogács;Bogács_074;844,3866391;30885,57548
194;Magyarország;Bogács;Bogács_075;832,6033211;30057,77994
195;Magyarország;Bogács;Bogács_076;481,8737103;8389,195
196;Magyarország;Bogács;Bogács_077;406,9856298;7754,235
197;Magyarország;Bogács;Bogács_078;371,4063173;8951,44
198;Magyarország;Bogács;Bogács_079;454,6207346;7465,30438
199;Magyarország;Bogács;Bogács_080;588,9426147;10890,84199
200;Magyarország;Bogács;Bogács_081;831,1741483;31037,34
201;Magyarország;Bogács;Bogács_082;618,7928002;13948,29
202;Magyarország;Bogács;Bogács_083;1367,746999;32348,47494
203;Magyarország;Bogács;Bogács_084;316,9626951;5463,237475
204;Magyarország;Bogács;Bogács_085;681,155186;20164,48797
205;Magyarország;Bogács;Bogács_086;407,6174067;9997,701781
206;Magyarország;Bogács;Bogács_087;404,0719674;4265,758719
208;Magyarország;Bükkzsérc;Bükkzsérc_001;541,5520925;18058,235
209;Magyarország;Bükkzsérc;Bükkzsérc_002;640,2532308;14705,53
210;Magyarország;Bükkzsérc;Bükkzsérc_003;332,392123;3545,076395
211;Magyarország;Bükkzsérc;Bükkzsérc_004;1803,882211;83120,41908
212;Magyarország;Bükkzsérc;Bükkzsérc_005;346,5154381;6642,74006
213;Magyarország;Bükkzsérc;Bükkzsérc_006;1031,63612;50778,7647
214;Magyarország;Bükkzsérc;Bükkzsérc_007;111,0893561;658,465
215;Magyarország;Bükkzsérc;Bükkzsérc_008;485,7732006;14292,535
216;Magyarország;Bükkzsérc;Bükkzsérc_009;537,7808205;10352,835
217;Magyarország;Bükkzsérc;Bükkzsérc_010;579,505166;18115,44
218;Magyarország;Bükkzsérc;Bükkzsérc_011;626,0251168;24046,95982
219;Magyarország;Bükkzsérc;Bükkzsérc_012;124,6328438;853,3397043
220;Magyarország;Bükkzsérc;Bükkzsérc_013;129,1176287;806,7900001
221;Magyarország;Bükkzsérc;Bükkzsérc_014;207,5454787;2657,41476
222;Magyarország;Bükkzsérc;Bükkzsérc_015;461,3289296;10575,025
223;Magyarország;Bükkzsérc;Bükkzsérc_016;724,2171315;9677,539969
224;Magyarország;Bükkzsérc;Bükkzsérc_017;205,6039021;1687,374618
225;Magyarország;Bükkzsérc;Bükkzsérc_018;148,3050092;1314,135
226;Magyarország;Bükkzsérc;Bükkzsérc_019;222,8331702;2544,879411
227;Magyarország;Bükkzsérc;Bükkzsérc_020;275,1874979;3852,96
228;Magyarország;Bükkzsérc;Bükkzsérc_021;565,9401252;6263,85503
229;Magyarország;Bükkzsérc;Bükkzsérc_022;174,6240644;1142,73
230;Magyarország;Bükkzsérc;Bükkzsérc_023;187,7281153;1471,355145
231;Magyarország;Bükkzsérc;Bükkzsérc_024;662,5786575;10828,04939
232;Magyarország;Bükkzsérc;Bükkzsérc_025;644,8151288;17435,41
233;Magyarország;Bükkzsérc;Bükkzsérc_026;584,5234533;19568,33
234;Magyarország;Bükkzsérc;Bükkzsérc_027;605,4848727;17482,98864
235;Magyarország;Bükkzsérc;Bükkzsérc_028;794,3003249;31352,47457
236;Magyarország;Bükkzsérc;Bükkzsérc_029;133,4469872;999,58
237;Magyarország;Bükkzsérc;Bükkzsérc_030;709,6893495;17205,89975
238;Magyarország;Bükkzsérc;Bükkzsérc_031;367,7811693;6192,8804
239;Magyarország;Bükkzsérc;Bükkzsérc_032;545,813146;11217,92321
240;Magyarország;Bükkzsérc;Bükkzsérc_033;115,2446135;977,12
241;Magyarország;Bükkzsérc;Bükkzsérc_034;1223,801999;51639,54469
242;Magyarország;Bükkzsérc;Bükkzsérc_035;381,263611;6577,605525
243;Magyarország;Bükkzsérc;Bükkzsérc_036;1330,177894;81216,79949
244;Magyarország;Bükkzsérc;Bükkzsérc_037;676,0791642;6806,22
245;Magyarország;Bükkzsérc;Bükkzsérc_038;486,5603392;9354,975
246;Magyarország;Bükkzsérc;Bükkzsérc_039;593,1910651;19545,78535
247;Magyarország;Bükkzsérc;Bükkzsérc_040;1092,644077;32619,905
248;Magyarország;Bükkzsérc;Bükkzsérc_041;634,6423692;18425,2855
249;Magyarország;Bükkzsérc;Bükkzsérc_042;542,361387;12474,15008
250;Magyarország;Bükkzsérc;Bükkzsérc_043;234,5954716;2411,120776
251;Magyarország;Bükkzsérc;Bükkzsérc_044;655,2695305;13115,17
252;Magyarország;Bükkzsérc;Bükkzsérc_045;1055,590163;39699,62979
253;Magyarország;Bükkzsérc;Bükkzsérc_046;555,1130284;18115,59039
255;Magyarország;Cserépfalu;Cserépfalu_001;696,5209965;14631,655
256;Magyarország;Cserépfalu;Cserépfalu_002;875,2197323;34908,885
257;Magyarország;Cserépfalu;Cserépfalu_003;585,7888843;12962,90034
258;Magyarország;Cserépfalu;Cserépfalu_004;891,2138018;49361,61971
259;Magyarország;Cserépfalu;Cserépfalu_005;888,421493;30086,875
260;Magyarország;Cserépfalu;Cserépfalu_006;541,4347482;17020,79462
261;Magyarország;Cserépfalu;Cserépfalu_007;323,8510961;2199,910557
262;Magyarország;Cserépfalu;Cserépfalu_008;783,2819103;31785,29066
263;Magyarország;Cserépfalu;Cserépfalu_009;545,2340947;15368,9432
264;Magyarország;Cserépfalu;Cserépfalu_010;1303,004275;56161,37974
265;Magyarország;Cserépfalu;Cserépfalu_011;745,5005731;18552,885
266;Magyarország;Cserépfalu;Cserépfalu_012;653,485513;18480,44932
267;Magyarország;Cserépfalu;Cserépfalu_013;340,9851367;5682,155155
268;Magyarország;Cserépfalu;Cserépfalu_014;423,9784195;8110,4
269;Magyarország;Cserépfalu;Cserépfalu_015;426,9521946;4961,675
270;Magyarország;Cserépfalu;Cserépfalu_016;660,6738867;23436,40504
271;Magyarország;Cserépfalu;Cserépfalu_017;507,0053166;11176,51065
272;Magyarország;Cserépfalu;Cserépfalu_018;530,1903097;15477,01487
273;Magyarország;Cserépfalu;Cserépfalu_019;118,2025817;901,409925
274;Magyarország;Cserépfalu;Cserépfalu_020;1278,513469;45316,15666
275;Magyarország;Cserépfalu;Cserépfalu_021;233,6654472;3242,749803
276;Magyarország;Cserépfalu;Cserépfalu_022;309,6784738;5809,299023
277;Magyarország;Cserépfalu;Cserépfalu_023;206,096744;2245,92967
278;Magyarország;Cserépfalu;Cserépfalu_024;267,955924;2556,95485
279;Magyarország;Cserépfalu;Cserépfalu_025;857,0433918;41030,55044
280;Magyarország;Cserépfalu;Cserépfalu_026;626,4282628;15921,085
281;Magyarország;Cserépfalu;Cserépfalu_027;726,905481;32834,60504
282;Magyarország;Cserépfalu;Cserépfalu_028;1958,628618;88594,78367
283;Magyarország;Cserépfalu;Cserépfalu_029;935,6293718;31289,19479
284;Magyarország;Cserépfalu;Cserépfalu_030;443,5840265;9826,010575
285;Magyarország;Cserépfalu;Cserépfalu_031;181,6130276;1991,620195
286;Magyarország;Cserépfalu;Cserépfalu_032;593,7793358;10974,07955
287;Magyarország;Cserépfalu;Cserépfalu_033;575,59368;7003,455065
288;Magyarország;Cserépfalu;Cserépfalu_034;288,3074978;2655,794565
289;Magyarország;Cserépfalu;Cserépfalu_035;477,1771499;11922,695
290;Magyarország;Cserépfalu;Cserépfalu_036;162,8505382;1396,514611
291;Magyarország;Cserépfalu;Cserépfalu_037;966,4409733;32358,06077
292;Magyarország;Cserépfalu;Cserépfalu_038;956,2740398;25544,06495
293;Magyarország;Cserépfalu;Cserépfalu_039;141,7728092;1022,260208
294;Magyarország;Cserépfalu;Cserépfalu_040;136,0516672;746,85489
295;Magyarország;Cserépfalu;Cserépfalu_041;230,8783636;3352,725
296;Magyarország;Cserépfalu;Cserépfalu_042;149,9825209;1062,53507
297;Magyarország;Cserépfalu;Cserépfalu_043;186,3913496;1439,779815
298;Magyarország;Cserépfalu;Cserépfalu_044;394,1594575;6063,185814
299;Magyarország;Cserépfalu;Cserépfalu_045;374,3151724;5520,969117
300;Magyarország;Cserépfalu;Cserépfalu_046;462,1607449;8521,505
301;Magyarország;Cserépfalu;Cserépfalu_047;539,0678049;14212,395
302;Magyarország;Cserépfalu;Cserépfalu_048;368,9436918;7258,119935
303;Magyarország;Cserépfalu;Cserépfalu_049;122,0389271;716,7758182
304;Magyarország;Cserépfalu;Cserépfalu_050;442,0175577;11210,92
307;Magyarország;Cserépváralja;Cserépváralja_001;423,8839116;9876,265
308;Magyarország;Cserépváralja;Cserépváralja_002;516,8248783;8812,88
309;Magyarország;Cserépváralja;Cserépváralja_003;363,1868073;7060,715
310;Magyarország;Cserépváralja;Cserépváralja_004;752,497701;16778,16
311;Magyarország;Cserépváralja;Cserépváralja_005;176,0686367;1357,99
312;Magyarország;Cserépváralja;Cserépváralja_006;214,7234563;3434,46
313;Magyarország;Cserépváralja;Cserépváralja_007;181,0014925;1791,51
314;Magyarország;Cserépváralja;Cserépváralja_008;168,6880382;1366,545
315;Magyarország;Cserépváralja;Cserépváralja_009;200,1413336;1849,955
316;Magyarország;Cserépváralja;Cserépváralja_010;479,346013;6981,465
317;Magyarország;Cserépváralja;Cserépváralja_011;253,7665206;2804,045
318;Magyarország;Cserépváralja;Cserépváralja_012;1001,1699;19229,9
319;Magyarország;Cserépváralja;Cserépváralja_013;145,3622546;958,92
320;Magyarország;Cserépváralja;Cserépváralja_014;278,8625676;4294,805
321;Magyarország;Cserépváralja;Cserépváralja_015;263,5441055;2772,595
322;Magyarország;Cserépváralja;Cserépváralja_016;112,2160313;775,035
323;Magyarország;Cserépváralja;Cserépváralja_017;342,7936327;4740,59
324;Magyarország;Cserépváralja;Cserépváralja_018;629,7387491;8240,27
325;Magyarország;Cserépváralja;Cserépváralja_019;92,48843102;455,77
326;Magyarország;Cserépváralja;Cserépváralja_020;321,1860744;2653,28
327;Magyarország;Cserépváralja;Cserépváralja_021;763,0780589;12318,305
328;Magyarország;Cserépváralja;Cserépváralja_022;209,1636129;2576,14
329;Magyarország;Cserépváralja;Cserépváralja_023;428,5150923;7980,665
330;Magyarország;Cserépváralja;Cserépváralja_024;190,4623168;2226,725
331;Magyarország;Cserépváralja;Cserépváralja_025;158,5976878;1173,885
332;Magyarország;Cserépváralja;Cserépváralja_026;324,9608334;3914,715
333;Magyarország;Cserépváralja;Cserépváralja_027;362,8512973;3558,32
334;Magyarország;Cserépváralja;Cserépváralja_028;537,2284941;8457,55
335;Magyarország;Cserépváralja;Cserépváralja_029;273,082239;3454,55
336;Magyarország;Cserépváralja;Cserépváralja_030;268,2936714;4192,650036
337;Magyarország;Cserépváralja;Cserépváralja_031;310,9782738;4352,9
338;Magyarország;Cserépváralja;Cserépváralja_032;148,3923008;1118,03
339;Magyarország;Cserépváralja;Cserépváralja_033;345,4398871;5925,895
340;Magyarország;Cserépváralja;Cserépváralja_034;320,4231461;6546,555
341;Magyarország;Cserépváralja;Cserépváralja_035;401,4235262;6131,005
342;Magyarország;Cserépváralja;Cserépváralja_036;228,88942;2555,73
343;Magyarország;Cserépváralja;Cserépváralja_037;481,0963393;11911,97
344;Magyarország;Cserépváralja;Cserépváralja_038;488,4325246;3803,39
345;Magyarország;Cserépváralja;Cserépváralja_039;129,4231897;929,155
346;Magyarország;Cserépváralja;Cserépváralja_040;64,03552513;179,155
347;Magyarország;Cserépváralja;Cserépváralja_041;251,5725439;3096,58
348;Magyarország;Cserépváralja;Cserépváralja_042;262,3011677;4362,84
349;Magyarország;Cserépváralja;Cserépváralja_043;180,8784362;1073,94
350;Magyarország;Cserépváralja;Cserépváralja_044;433,5450483;7257,09
351;Magyarország;Cserépváralja;Cserépváralja_045;191,7882292;2160,285
352;Magyarország;Cserépváralja;Cserépváralja_046;402,2634751;6792,505
353;Magyarország;Cserépváralja;Cserépváralja_047;123,3847667;999,77
354;Magyarország;Cserépváralja;Cserépváralja_048;579,7499109;17292,14
355;Magyarország;Cserépváralja;Cserépváralja_049;409,0288169;6019,435184
356;Magyarország;Cserépváralja;Cserépváralja_050;263,0526673;1808,37
357;Magyarország;Cserépváralja;Cserépváralja_051;287,8908631;4509,41
358;Magyarország;Cserépváralja;Cserépváralja_052;116,933018;541,055
360;Magyarország;Demjén;Demjén_001;456,7244862;6159,755
361;Magyarország;Demjén;Demjén_002;459,0021919;7124,339735
362;Magyarország;Demjén;Demjén_003;417,7369295;8387,52
363;Magyarország;Demjén;Demjén_004;197,5131975;2356,675
364;Magyarország;Demjén;Demjén_005;799,199979;33175,75525
365;Magyarország;Demjén;Demjén_006;668,9239997;10676,22929
366;Magyarország;Demjén;Demjén_007;672,2084595;10992,52
367;Magyarország;Demjén;Demjén_008;165,8809204;1630,23
368;Magyarország;Demjén;Demjén_009;736,9668656;21104,62
369;Magyarország;Demjén;Demjén_010;705,9883526;11131,495
370;Magyarország;Demjén;Demjén_011;1138,280595;34079,45558
371;Magyarország;Demjén;Demjén_012;299,2520368;5221,175
372;Magyarország;Demjén;Demjén_013;573,6276892;20136,51475
373;Magyarország;Demjén;Demjén_014;910,5114881;24299,085
374;Magyarország;Demjén;Demjén_015;253,5331862;3180,98903
375;Magyarország;Demjén;Demjén_016;809,5233004;37532,66
376;Magyarország;Demjén;Demjén_017;507,2103085;16468,9052
377;Magyarország;Demjén;Demjén_018;1750,703063;24608,34963
378;Magyarország;Demjén;Demjén_019;218,0395354;2281,63
379;Magyarország;Demjén;Demjén_020;923,7901097;49307,78001
380;Magyarország;Demjén;Demjén_021;703,9195086;29845,86801
381;Magyarország;Demjén;Demjén_022;491,9233532;12141,42
382;Magyarország;Demjén;Demjén_023;514,1954052;14959,68825
383;Magyarország;Demjén;Demjén_024;573,3473126;14261,19384
384;Magyarország;Demjén;Demjén_025;588,1094349;14154,03482
385;Magyarország;Demjén;Demjén_026;763,3715212;15966,17515
386;Magyarország;Demjén;Demjén_027;338,7545104;4455,575195
387;Magyarország;Demjén;Demjén_028;477,3740264;11135,275
388;Magyarország;Demjén;Demjén_029;321,943522;6324,128886
389;Magyarország;Demjén;Demjén_030;304,0685124;5496,610492
390;Magyarország;Demjén;Demjén_031;179,2317316;1681,5346
391;Magyarország;Demjén;Demjén_032;465,9590917;13020,98494
392;Magyarország;Demjén;Demjén_033;695,6922797;25772,65804
393;Magyarország;Demjén;Demjén_034;1093,999682;41608,85932
394;Magyarország;Demjén;Demjén_035;798,7492083;23170,985
395;Magyarország;Demjén;Demjén_036;305,9904904;5886,605
396;Magyarország;Demjén;Demjén_037;385,5372306;8107,74
397;Magyarország;Demjén;Demjén_038;679,0833209;23470,12029
398;Magyarország;Demjén;Demjén_039;446,8995924;9508,144835
399;Magyarország;Demjén;Demjén_040;742,7917637;11696,25001
400;Magyarország;Demjén;Demjén_041;392,006667;9756,48
401;Magyarország;Demjén;Demjén_042;934,5982026;36129,34911
402;Magyarország;Demjén;Demjén_043;861,6635889;30623,79
403;Magyarország;Demjén;Demjén_044;406,4253328;10153,13167
404;Magyarország;Demjén;Demjén_045;809,4741721;29763,965
405;Magyarország;Demjén;Demjén_046;577,9613393;18308,38369
406;Magyarország;Demjén;Demjén_047;280,7387257;2729,865398
407;Magyarország;Demjén;Demjén_048;193,1610047;1965,7
408;Magyarország;Demjén;Demjén_049;546,1537288;8585,34
409;Magyarország;Demjén;Demjén_050;1008,13059;23928,73968
410;Magyarország;Demjén;Demjén_051;1363,046812;91895,06986
411;Magyarország;Demjén;Demjén_052;2490,548777;190017,8318
416;Magyarország;Eger;Eger_115;266,0139198;3973,40508
417;Magyarország;Eger;Eger_116;287,4652348;5004,710431
418;Magyarország;Eger;Eger_117;328,2046665;6844,089822
419;Magyarország;Eger;Eger_118;270,5905179;2779,46
420;Magyarország;Eger;Eger_119;343,7015367;3702,074855
